venkatt_Intonation_L4_1.npy,False
venkatt_Intonation_L4_10.npy,False
venkatt_Intonation_L4_11.npy,True
venkatt_Intonation_L4_12.npy,True
venkatt_Intonation_L4_13.npy,True
venkatt_Intonation_L4_15.npy,True
venkatt_Intonation_L4_16.npy,True
venkatt_Intonation_L4_17.npy,True
venkatt_Intonation_L4_18.npy,True
venkatt_Intonation_L4_19.npy,True
venkatt_Intonation_L4_2.npy,True
venkatt_Intonation_L4_20.npy,True
venkatt_Intonation_L4_21.npy,True
venkatt_Intonation_L4_22.npy,True
venkatt_Intonation_L4_3.npy,True
venkatt_Intonation_L4_4.npy,True
venkatt_Intonation_L4_5.npy,True
venkatt_Intonation_L4_6.npy,True
venkatt_Intonation_L4_7.npy,True
venkatt_Intonation_L4_8.npy,True
venkatt_Intonation_L4_9.npy,True
